,_id,username,headline,interests,about_me_text,About,City,Details,Ethnicity,Intent,Education,Personality,Profession,I am Seeking a,For,Needs Test,Chemistry,Do you drink?,Do you want children?,Marital Status,Do you do drugs?,Hair Color,Eye Color,Do you have a car?,Do you have children?,Longest Relationship,How ambitious are you?,Pets,Second Language,Age,Gender,Zodiac Sign
match_332,5d886cb76dcc122b63b1ae1b,reboot195,Are You My Soulmate?,"['Travel', 'Live music', 'Eating Out']","I have an avid interest in ancient history. I like to know where we came from and how that relates to where we are. I simply can't get enough. Currently building a new business and plan to buy a new home in the Texas Hill Country west of Austin. I am a man with a lot of compassion for my fellow brothers and sisters, and enjoy meeting new people. I love to travel and would like to have someone to share my experiences with. A good night out listening to good Texas music and the company of someone I enjoy is something I really enjoy.",Non-Smoker with A Few Extra Pounds body type," Austin, Texas ","67 year old Male, 5' 11"" (180cm), Other",Caucasian,reboot195 is looking for a relationship.,Some college,,marketing,Woman,Long Term,Viewhis relationship needs,View his chemistry results,Socially,Does not want children,Divorced,No,Brown,Brown,Yes,All my kids are over 18,Over 10 years,,No Pets,,67,M,Aries
match_333,5d886cb76dcc122b63b1ae1c,canyonfirst,"Looking for something, hope I recognize it","['Changes w the season but Im fairly flexible For the right woman', 'I can usually learn new tricks', '']","Family, friends, outdoors are important. Love being near, on, or in the water. Not interested in the bar scene thankfully. Not real interested in international travel as my past career required a lot of it, but there are a few locations I could get interested in for the right person. There's so much of the US I haven't seen that is on my radar. My primary residence is in NW Houston, but I'm slowly transitioning to my new place at Canyon Lake, TX. Right now it's about a 50/50 mix between the two locations. I'm looking forward to a slower pace lifestyle, spending time on the water, exploring central Texas and slowly beyond, feeding the critters, working on the new property, enjoying the quiet, less traffic, etc.  I am NOT a fan of the Meet Me function and I rarely respond to them. But.....if you've read this far in my profile and are still interested, please drop me a note so I'll know you're interested.",Non-Smoker with Average body type," Canyon lake & houston, Texas ","63 year old Male, 5' 5"" (165cm), Christian - other",Caucasian,canyonfirst is looking for a relationship.,Bachelors Degree,Free Thinker,Retired,Woman,Long Term,Not Completed,Not Completed,Socially,Does not want children,Widowed,No,Brown,Brown,Yes,All my kids are over 18,Over 10 years,Somewhat Ambitious,No Pets,,63,M,Aries
match_334,5d886cb76dcc122b63b1ae1d,tedjr55,Trying again to find my soul mate,None,Married to a wonderful lady for 30 years. She was my soulmate . Have 5 wonderful children and 5 grand babies.. Love them all very much. I love being Santa during Christmas. I do get paid but the rewards getting to meet so many wonderful children are awesome. Love it when a little one pulls my beard and says look mom he is the real Santa. What a thrill. Love it. Looking for a special lady who is outgoing and steals my heart. Someone to grow old with. Might add more later. Been a long day.,Non-Smoker with Average body type," San antonio, Texas ","64 year old Male, 6' 0"" (183cm), Christian - other",Caucasian,tedjr55 is actively seeking a relationship.,Masters Degree,Class Clown,Contractor,Woman,Long Term,Viewhis relationship needs,View his chemistry results,Socially,Does not want children,Divorced,No,Brown,Green,Yes,Yes,Over 10 years,Ambitious,No Pets,,64,M,Taurus
match_335,5d886cb76dcc122b63b1ae1e,humble pie1952,U Dont Have to call me Darlin Darlin DACoe,"['Fishing', 'Fleamarkets', 'Auctions']","Played this Song in 1968 with a band I was In, also Honky Tonk Woman, Born in Tulsa Okla. but have lived in Texas 45 plus years, Was in real estate from 1976 to 1996, was a part owner and vp of that company. before that worked in a pawn shop. A little bit about my health, In August of 1989 I was a 3 pack Marlboro Light 100s a day smoker. I had a Heart Attack, the cardiologist, told me I had a heart of a 80 year old, they asked me if I was doing coke, NO! It was bad genes from my mothers side, her dad died from a heart attack at 37, I was 37, My mothers brother had a heart attack at 37, a triple bypass, the same as mind, I am going 30 years without having another, the same day I quit smoking and never touched another cig. my parents raised us kids not ever to be a imposition to anybody, my life span is close my cardiologist my heart is strong and the possibilities are I will live 10 to 12 years. My granny had a pacemaker and live to 93. One thing about me I use to two step At Gilleys in Pasadena, Tx, and the Winchester, in Bellaire, Tx. I have not danced in a long time because I have gout. I saw Marshall Tucker in 1976 at Rice Stadium, I saw The Outlaws in 1978 and 1979, this group had the best two guitarist I ever saw. My Chinese Pug passed away in 2012 she was 16 years old, I still miss her very much. I also wore a pair of Luchesse Cowboy Boots for 32 years, the best shoes I ever wore!! I do not have meet me so email me. I love to cook, except for desserts I stay away from sugar and salt.NO SMOKERS!!!!!!!!!!!!!!!!!!",Non-Smoker with Average body type," San antonio, Texas ","67 year old Male, 5' 9"" (175cm), Christian - other",Caucasian,humble pie1952 wants to find someone to marry.,Some college,Free Thinker,Enterperneur,Woman,Long Term,Viewhis relationship needs,Not Completed,No,Undecided/Open,Divorced,No,Mixed Color,Brown,Yes,No,Over 9 years,Somewhat Ambitious,No Pets,Spanish,67,M,Taurus
match_336,5d886cb76dcc122b63b1ae1f,Ojonla,Am gentle and a responsible man who will love his,"['Road walk', 'Seaside', 'Site seeing']","Am an easy going person, gentle, caring and respectful to my second half by not taking her as slave. A worker in the vine yard of the Lord and had given the rest of my life to God and also a complete Christian. Have gone to Bible School with my Diploma praying to go further if time permits. I don't play with church issues and I do daily scripture reading (Bible). I hate lies, cheating. Don't like to hurt ones feeling. A good companion to be reckoned with and open minded person. I also assist my spouse in the house chores not to stress her even up to cooking etc. You can ask me further questions. Please, am not an upgraded member but if my profile piqued your interest please message me. I don't discriminate on color race but we are all same human beings created by God, be you in any color with different languages that requires mutual understandings.Please, am not an upgraded member or meet me, but if you found me deemed fit for you, kindly in box me and l will give you a quick response. Note that am not a paid member or meet me.",Non-Smoker with Athletic body type," Austin, Texas ","68 year old Male, 6' 1"" (185cm), Christian - other",Black,Ojonla is looking for a relationship.,High school,Athletic,Business,Woman,Long Term,Not Completed,View his chemistry results,Socially,Does not want children,Divorced,No, Black,Brown,Yes,All my kids are over 18,Over 10 years,Ambitious,No Pets,,68,M,Libra
match_337,5d886cb76dcc122b63b1ae20,Bigtexac01,"I'm the real deal, and hope you are too",None,"LLR LOVE LOYALTYRESPECT  LIKE MUSIC, art, BBQ, coast river, love playing with my Dog,or hanging out with my Kids and their family and friends",Non-Smoker with Athletic body type," San antonio, Texas ","61 year old Male, 6' 1"" (185cm), Christian - other",Caucasian,Bigtexac01 wants to find someone to marry.,High school,Free Thinker,Ac contractor,Woman,Long Term,Not Completed,Not Completed,No,Undecided/Open,Divorced,No,Brown,Blue,Yes,Yes,Over 8 years,Ambitious,Dog,,61,M,Virgo
match_338,5d886cb76dcc122b63b1ae21,stillstumbling,Is this thing working yet?,"['Good music', 'Good film', 'Good food']","Hmmm....what to say or not say? It's a given I'm not going to cast myself in a bad light (although it's tempting to do so & see what happens), but if I'm such a great catch why am I here? I know that when it comes to relationships I've been both a brilliant success & a miserable failure, but I'm still in the game, & I figure I'm bound to get it right sooner or later. So why not now?",Non-Smoker with Athletic body type," Austin, Texas ","62 year old Male, 6' 1"" (185cm), Non-religious",Caucasian,stillstumbling is actively seeking a relationship.,Bachelors Degree,Professional,Muscle System Specialist ,Woman,Long Term,Not Completed,View his chemistry results,No,Undecided/Open,Divorced,No,Brown,Brown,Yes,No,Over 10 years,Somewhat Ambitious,No Pets,,62,M,Libra
match_339,5d886cb76dcc122b63b1ae22,pc20,Hi how are you,None,Have fun,Non-Smoker with Average body type," Austin, Texas ","58 year old Male, 5' 6"" (168cm), Catholic",Hispanic,pc20 is actively seeking a relationship.,High school,Animal Lover,Cs,Woman,Friends,Not Completed,Not Completed,No,Does not want children,Divorced,No,Grey,Brown,Yes,All my kids are over 18,Over 9 years,Somewhat Ambitious,No Pets,,58,M,Sagittarius
match_34,5d886cb76dcc122b63b1acf1,jim78642,Fade into Me,"['Motorcycles', 'Hot rods', 'Rockabilly']","Not comfortable selling myself; spend a lot of hours at work right now because Mars is not stopping for me I am working on several space projects for NASA/JPL and the European Space Agency. Dog lover, I like Americana, cruising back roads on a motorcycle or in a convertible looking for ghost towns and discovering out of the way places. Not really into hanging out bars, but I love live music, good cheeseburger, BBQ, Cajun....just a foodie. ",Non-Smoker with Average body type," Liberty hill, Texas ","56 year old Male, 6' 0"" (183cm), Methodist",Caucasian,jim78642 is looking for a relationship.,Bachelors Degree,Hopeless Romantic,Quality Engineering Manager ,Woman,Dating,Not Completed,Not Completed,Prefer Not To Say,Undecided/Open,Divorced,No,Brown,Hazel,Yes,All my kids are over 18,Over 10 years,Ambitious,Dog,,56,M,Libra
match_340,5d886cb76dcc122b63b1ae23,workerguy801,TAKING IT EASY,None,"Revised 9/8/2019The pic of me with my buds was on a trip along the Great Divide of the Rockies from Canada to Mexico. I'm not a biker; I drove the chase truck/trailer. Please do not write me if you are a democrat. 1.) My Hobbies--- I have a collection of tools and gadgets like most men I hang out with. I do just about all my own home and car maintenance to get exercise. I enjoy shopping on my smart phone and at contractor supply stores. I canned 36 pints (48 lb) of fruit jam mid August. So good! I also enjoy cooking meats esp grilling T-bone steaks.2.) My Goals---Get rid of everything and move to a newly built state-of-the-art home that is professionally furnished, decorated, and maintained near Georgetown TX. Probably won't happen because I like my old things too much. But if I meet the right woman my goals will adapt to our relationship. I would like and need a companion. We will both be happy.3.) My Taste In Music--- Have collected music of all genre; steel guitar my fav. Not interested in frog dancing but might enjoy taking ballroom dancing classes with a partner. Would like to play in a dance band.4.) Unique--- The period of time I grew up was simple (the greatest generation). We didn't have electricity until I was six.  Mother cooked on a wood stove before that. She had seven kids and I am the youngest. We had a wonderful farm/ranch with good soil. We were self sufficient. Weekend gatherings were at homes of neighbors or relatives and Church picnics in the summer. The churches were the social hub. I was always kept busy (livestock, crops), had good health, good in math, earned an engineering degree from UT Austin. I can relate to just about anyone who is reasonable, except democrats. I am sobered by the fact that every life on this planet has it's own little world and that my little world is no more important than anyone else's and neither is yours. But we are responsible for own little worlds. I am an engineer; not a comedian, banker, lawyer, or doctor. But I am a trustworthy companion and heavy lifter. I was coddled by my family and friends and enjoyed that. In return I will move mountains if they're not too big. We all want attention but there are givers and there are takers.5.) I Wonder--- it is clear that feminists enjoy seeing men suffer to pay for their sins. It's gotten pretty bad. It's not an ""equal"" thing; feminists don't need men and say so. I see traits of feminism in most women I meet and when I do I want to run the other way before I get into trouble !!! But there's a chance a woman who is a fit is on here and will write me !! There are plenty who are good women.",Non-Smoker with Average body type," Austin, Texas ","72 year old Male, 5' 8"" (173cm), Non-religious",Caucasian,workerguy801 is looking for a relationship.,Bachelors Degree,Professional,Retired,Woman,Long Term,Not Completed,View his chemistry results,No,Does not want children,Divorced,No,Brown,Green,Yes,All my kids are over 18,Over 10 years,Somewhat Ambitious,No Pets,,72,M,Pisces
